Sentence,Aspect,Polarity
"start with fennel - fragrant grilled sardines and the extraordinary pastas , such as poppy - seeded sweet beet ravioli , brown - butter - slicked squash tortelli , and airy swiss chard - ricotta malfatti ( misshapen gnocchi with fried sage ) .","swiss, chard, -, ricotta",positive
"although i did n't pay for the meal ( and it 's about $ 22 bucks a plate , way over my normal eating range ) , i have to say that it was better than any food i ' ve ever had in little italy , and there were n't any touristy elements to be found .",range,negative
"although i did n't pay for the meal ( and it 's about $ 22 bucks a plate , way over my normal eating range ) , i have to say that it was better than any food i ' ve ever had in little italy , and there were n't any touristy elements to be found .",food,neutral
"but servers , attentive if slightly unpolished , gladly direct inquisitors to menu strengths -- like rum - flambeed dessert bananas foster -- and allow leisurely enjoyment .",servers,positive
"but servers , attentive if slightly unpolished , gladly direct inquisitors to menu strengths -- like rum - flambeed dessert bananas foster -- and allow leisurely enjoyment .",menu,neutral
"i ' m totally into the space - age vibe of this place , but i wish they had more tables to sit down at .",vibe,negative
"i ' m totally into the space - age vibe of this place , but i wish they had more tables to sit down at .",tables,positive
ask for a table closer to the bar than in back of the dining area ; the drop ceiling the back compromises enjoying the soaring space of guastavino 's .,bar,neutral
ask for a table closer to the bar than in back of the dining area ; the drop ceiling the back compromises enjoying the soaring space of guastavino 's .,"drop, ceiling",neutral
ask for a table closer to the bar than in back of the dining area ; the drop ceiling the back compromises enjoying the soaring space of guastavino 's .,space,positive
"when we got our bill the drinks were full priced and when we asked , our waitress said that there is no happy hour on the roof .",bill,neutral
"when we got our bill the drinks were full priced and when we asked , our waitress said that there is no happy hour on the roof .",drinks,neutral
"when we got our bill the drinks were full priced and when we asked , our waitress said that there is no happy hour on the roof .",waitress,negative
"the hostess was condescending and the waiter was somewhat absent and unaccomodating ( sure , we made a reservation to sit outside but when i asked to be moved indoors after i heard thunder he did n't even try to make it happen , giving me a blank stare and a shrug when i asked what we would do if it rained ) .",hostess,negative
"the hostess was condescending and the waiter was somewhat absent and unaccomodating ( sure , we made a reservation to sit outside but when i asked to be moved indoors after i heard thunder he did n't even try to make it happen , giving me a blank stare and a shrug when i asked what we would do if it rained ) .",waiter,negative
"the hostess was condescending and the waiter was somewhat absent and unaccomodating ( sure , we made a reservation to sit outside but when i asked to be moved indoors after i heard thunder he did n't even try to make it happen , giving me a blank stare and a shrug when i asked what we would do if it rained ) .",reservation,neutral
the server was so busy the night we visited that she forgot to put in our food order .,server,negative
the server was so busy the night we visited that she forgot to put in our food order .,food,neutral
"the food the versatile austrian menu , fused with french and american , rewards both high and low - end appetites : rich , cheese - laden onion soup , grilled gruyere and country ham sandwiches and big - bunned burgers are as satisfying as velvety liver terrine with kumquat - cranberry compote , speck and sausage charcuterie and inexpensive cheese plates .",food,neutral
"the food the versatile austrian menu , fused with french and american , rewards both high and low - end appetites : rich , cheese - laden onion soup , grilled gruyere and country ham sandwiches and big - bunned burgers are as satisfying as velvety liver terrine with kumquat - cranberry compote , speck and sausage charcuterie and inexpensive cheese plates .",versatile,neutral
"the food the versatile austrian menu , fused with french and american , rewards both high and low - end appetites : rich , cheese - laden onion soup , grilled gruyere and country ham sandwiches and big - bunned burgers are as satisfying as velvety liver terrine with kumquat - cranberry compote , speck and sausage charcuterie and inexpensive cheese plates .",menu,neutral
