Sentence,Aspect,Polarity
"the menu showcases thai - french favorites : fresh chopped hai ( white fish ) and salmon with chinese black olives and basil oil ; mussels in coconut - lemon grass broth ; and garlicky octopus sauteed with ground pork , broccoli rabe and lime juice .",menu,neutral
"the menu showcases thai - french favorites : fresh chopped hai ( white fish ) and salmon with chinese black olives and basil oil ; mussels in coconut - lemon grass broth ; and garlicky octopus sauteed with ground pork , broccoli rabe and lime juice .","chopped, hai, (, white, fish, )",positive
"the menu showcases thai - french favorites : fresh chopped hai ( white fish ) and salmon with chinese black olives and basil oil ; mussels in coconut - lemon grass broth ; and garlicky octopus sauteed with ground pork , broccoli rabe and lime juice .","octopus, sauteed, with, ground, pork",positive
"the menu showcases thai - french favorites : fresh chopped hai ( white fish ) and salmon with chinese black olives and basil oil ; mussels in coconut - lemon grass broth ; and garlicky octopus sauteed with ground pork , broccoli rabe and lime juice .",rabe,neutral
"the menu showcases thai - french favorites : fresh chopped hai ( white fish ) and salmon with chinese black olives and basil oil ; mussels in coconut - lemon grass broth ; and garlicky octopus sauteed with ground pork , broccoli rabe and lime juice .","lime, juice",neutral
"from having an appetizer , a glass of wine and reading a magazine to sitting by a table to work on my grades , to meeting other fellow teachers for a book club to partying with the owners all my experiences at futura have always been extremely postive !",appetizer,neutral
"from having an appetizer , a glass of wine and reading a magazine to sitting by a table to work on my grades , to meeting other fellow teachers for a book club to partying with the owners all my experiences at futura have always been extremely postive !","glass, of, wine",neutral
"from having an appetizer , a glass of wine and reading a magazine to sitting by a table to work on my grades , to meeting other fellow teachers for a book club to partying with the owners all my experiences at futura have always been extremely postive !",table,neutral
"from having an appetizer , a glass of wine and reading a magazine to sitting by a table to work on my grades , to meeting other fellow teachers for a book club to partying with the owners all my experiences at futura have always been extremely postive !",owners,positive
please try to order a dish that is served with the corn cake .,dish,positive
please try to order a dish that is served with the corn cake .,"corn, cake",neutral
this past memorial day weekend was hot and i asked the waiter why was the air condition not working and he responded doens't know why .,waiter,negative
this past memorial day weekend was hot and i asked the waiter why was the air condition not working and he responded doens't know why .,air,neutral
the place was practically empty when my friends and i got there for dinner .,place,negative
the place was practically empty when my friends and i got there for dinner .,dinner,neutral
"the wine list is short and the wine glasses suck ( not spigleau or riedel , in addition they are small for the big italian wines on the menu ) .","wine, list",negative
"the wine list is short and the wine glasses suck ( not spigleau or riedel , in addition they are small for the big italian wines on the menu ) .","italian, wines",positive
"the wine list is short and the wine glasses suck ( not spigleau or riedel , in addition they are small for the big italian wines on the menu ) .",menu,neutral
its good to go there for drinks if you do n't want to get drunk because you 'll be lucky if you can get one drink an hour the service is so bad .,drinks,positive
its good to go there for drinks if you do n't want to get drunk because you 'll be lucky if you can get one drink an hour the service is so bad .,service,negative
